Fid,track_name,size_bytes,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic,Development_Duration,Label
10.42.0.151-104.193.88.109-48410-80-6,OPM Alert,30252032,172,4,2,3,2.0.5,4+,News,37,5,1,1,212,0
222.73.31.32-10.42.0.211-8288-42861-6,Doodle Jump Easter Special,17430528,900,5,4.5,4,1.0.5,4+,Games,37,4,1,1,74,1
10.42.0.211-98.139.199.205-60151-443-6,Icon Pop Song,52387840,2199,554,4.5,4,1.5,4+,Games,43,5,1,1,2647,0
172.217.10.42-10.42.0.211-443-59108-6,Yahoo Weather,123047936,112603,537,4.5,4.5,1.11.3,4+,Weather,37,5,39,1,110,0
172.217.7.10-10.42.0.211-443-33523-6,Draw Rider Plus,37103616,1490,3,4.5,4.5,6.4,12+,Games,37,5,1,1,112,1
10.42.0.211-52.84.37.172-35028-443-6,Stick Texting – The College Series,50511872,24,1,3.5,5,1.4,17+,Utilities,37,5,1,1,20960,1
10.42.0.211-23.219.23.167-36347-80-6,"Writing Wizard - Kids Learn to Write Letters, Alphabet & Words",42598400,349,94,4.5,4.5,3.0.2,4+,Education,38,5,6,1,96,0
10.42.0.151-10.42.0.1-44092-53-17,Official Life in the UK Test – 3rd Edition,5627904,3,3,2,2,1.2.1,4+,Education,43,0,1,1,189,1
10.42.0.42-31.13.80.37-53126-443-6,Star Command,153100288,3473,619,4,4,1.1.4,12+,Games,43,5,1,1,0,0
208.185.50.75-10.42.0.211-443-45597-6,BAA Marathon,99851264,70,11,2.5,1.5,3.6,4+,Sports,37,0,17,1,96,1
10.42.0.42-31.13.80.37-46713-443-6,Dots: A Game About Connecting,112562176,11900,7,4,4,2.3.3,4+,Games,37,5,1,1,96,0
222.186.49.224-10.42.0.211-80-58447-6,Costume Quest,717484032,408,356,4,4,1.03,12+,Games,40,4,1,1,57,1
10.42.0.211-10.42.0.1-25432-53-17,Close Up Pics Quiz - Guess the Word Trivia Games,95661056,48032,899,4.5,4,3.9.2,4+,Games,40,3,1,1,96,0
172.217.12.163-10.42.0.42-443-42661-6,Make-Up Touch 2 - Kids Games & Girls Dressup Game,52653056,1214,68,3.5,4,2.4,4+,Games,38,5,25,1,3516,0
180.149.153.68-10.42.0.211-80-55356-6,UE BOOM,27680768,612,12,2.5,3.5,5.3,4+,Music,38,0,8,1,321,0
10.42.0.211-106.39.169.66-33041-80-6,鬼とび,9931776,6,1,5,5,1.1.3,4+,Games,40,3,2,1,57,0
192.229.173.173-10.42.0.151-443-52805-6,Rivals for Catan,288161792,263,94,3.5,3,1.3.0,4+,Games,43,5,2,1,95,0
10.42.0.211-104.254.66.16-57527-80-6,Tetris® Blitz,131477504,122868,176,4.5,4,3.5.4,4+,Games,37,5,11,1,212,1
172.217.6.234-10.42.0.151-443-36151-6,Deus Ex: The Fall,1654582272,6764,105,4,4.5,1.0.6,17+,Games,37,5,5,1,166,1
172.217.12.163-10.42.0.42-443-44956-17,Baldur's Gate II:EE,2272493568,373,134,4,4,1.3,12+,Games,43,5,1,1,125,0
172.217.7.195-10.42.0.151-80-38893-6,Transport Tycoon,384600064,516,8,4.5,4.5,1.3.4,4+,Games,40,5,5,1,73,0
172.217.10.35-10.42.0.151-443-33429-6,e-Sword LT: Bible Study on the Go,18964480,2152,241,5,5,6,4+,Reference,37,0,3,1,57,0
10.42.0.42-34.193.204.145-39112-443-6,Duet Game,87994368,14407,207,5,4.5,3.8,4+,Games,37,5,14,1,96,1
183.3.235.80-10.42.0.151-80-47478-6,Crane Game Toreba!,36301824,323,8,2.5,2,1.4.3,4+,Games,37,5,5,1,0,1
180.149.138.210-10.42.0.42-80-34799-6,Glitché,30717952,1338,202,4,4.5,2.12,4+,Photo & Video,37,5,1,1,310,1
10.42.0.211-10.42.0.1-64410-53-17,McPlay™,408755200,3278,39,2.5,3,4.0.1,4+,Games,37,5,1,1,1040,1
10.42.0.211-66.102.255.61-50926-80-6,The Inner World,2213945344,425,316,4.5,4.5,1.3,4+,Games,40,5,1,1,60,1
10.42.0.211-23.66.169.52-36241-80-6,美柚 - 女生助手,128416768,804,0,5,0,6.0.1,17+,Health & Fitness,38,0,2,1,82,0
172.217.7.196-10.42.0.151-443-42131-6,"Casino X - Free Slot Machines, Poker, Blackjack",74799104,416,11,4,4.5,1.98,12+,Games,37,0,18,1,590,1
10.42.0.211-106.11.30.199-37182-80-6,沪江开心词场-英语、日语、韩语学习助手,129157120,417,8,4.5,5,6.3.1,4+,Education,37,5,24,1,1632,0
10.42.0.211-123.125.115.190-56889-80-6,Santa Call & Tracker - North Pole Command Center,206322688,953,202,4.5,4.5,6.1.6,4+,Entertainment,37,5,1,1,71,0
172.217.12.142-10.42.0.211-443-35152-6,Sniper Shooter: Gun Shooting Games,113509376,134080,451,5,5,5.0.4,12+,Games,37,5,1,1,658,0
10.42.0.1-10.42.0.42-53-45853-17,Castle Raid 2,346927104,452,340,4.5,4.5,1.1,9+,Games,40,5,1,1,159,1
10.42.0.211-23.203.49.224-54054-443-6,Memrise: learn languages,83949568,20383,138,5,4.5,2.2.22,4+,Education,37,5,24,1,327,0
10.42.0.211-66.231.239.122-34579-80-6,RUNNING for weight loss: workout & meal plans,110701568,6407,267,4.5,4.5,6.2,4+,Health & Fitness,37,0,10,1,96,1
10.42.0.211-106.11.129.143-45311-80-6,RUNNING for weight loss PRO: workout & meal plans,110566400,304,18,4,3.5,6.2.1,4+,Health & Fitness,37,0,10,1,96,0
10.42.0.151-10.42.0.1-22807-53-17,平安证券,102875136,0,0,0,0,6.2.3,4+,Finance,37,0,2,1,994,1
10.42.0.211-10.42.0.1-25171-53-17,"Thunderspace 5k ~ Focus, Sleep, Relax, Meditate in a thunderstorm with rain and nature sounds",119598080,1690,112,4.5,4.5,5.3,9+,Health & Fitness,38,5,4,1,53,0
198.105.244.11-10.42.0.151-80-41262-6,Buddy & Me,130174976,252,123,4.5,4.5,1.3.0,4+,Games,38,5,1,1,367,1
10.42.0.211-108.168.180.114-52420-5222-6,达令全球好货－正品免税，带你购全球,34791424,19,0,4.5,0,5.9.6,12+,Shopping,38,5,2,1,192,1
172.217.10.46-10.42.0.151-443-48726-6,Township,175876096,80801,953,4.5,4.5,4.8.0,4+,Games,38,5,14,1,468,0
10.42.0.211-66.102.255.61-58362-80-6,Le bonheur de lire dès 3 ans: learn to read French,470513664,0,0,0,0,1.5,4+,Education,40,5,1,1,771,1
10.42.0.211-10.42.0.1-51365-53-17,Where's My Water? 2,181628928,22302,221,3.5,4,1.5.1,4+,Games,37,5,11,1,106,0
10.42.0.151-10.42.0.1-12748-53-17,Werewolf Special Package,17518592,0,0,0,0,8.6,12+,Games,37,0,2,1,75,0
205.204.101.47-10.42.0.211-443-47189-6,Pacific Rim,695918592,1522,277,4,4,1.9.13,9+,Games,36,5,1,1,562,1
172.217.6.234-10.42.0.211-443-51023-6,Dumb Ways to Die,842893312,151559,866,4.5,4.5,2.2.0,12+,Games,40,5,1,1,192,1
172.217.12.206-10.42.0.211-80-55912-6,Pixel Gun 3D,1744486400,301182,3493,4.5,4.5,12.1.1,12+,Games,38,5,1,1,55,0
10.42.0.42-104.192.110.245-53767-80-6,WWDC,34959360,762,7,3.5,4.5,6.0.0,4+,Reference,37,5,1,1,229,1
10.42.0.151-10.42.0.1-46017-53-17,Nextdoor,82531328,14402,104,4.5,4.5,3.11,4+,Social Networking,37,0,4,1,57,0
10.42.0.211-66.198.24.240-48287-80-6,Terraria,126036992,98036,11022,4.5,4.5,1.2.12785,9+,Games,37,5,5,1,1305,1
183.79.249.252-10.42.0.42-443-39797-6,AZZL,130421760,261,84,5,4.5,1.2,4+,Games,37,5,10,1,136,0
180.76.174.197-10.42.0.211-80-52218-6,Stop Motion Studio Pro,52312064,537,2,4.5,5,8.3.1,4+,Photo & Video,37,5,10,1,658,1
180.149.153.234-10.42.0.42-80-39695-6,Sago Mini Forest Flyer,168208384,1617,50,4.5,4.5,2.1,4+,Education,38,5,1,1,57,0
10.42.0.151-10.42.0.1-18309-53-17,Doc McStuffins:  Time For Your Check Up!,321802240,1286,289,3.5,3,1.1,4+,Entertainment,40,5,1,1,60,0
172.217.11.10-10.42.0.151-443-54729-6,3D stereogram : Human,16596992,9,9,4,4,1.3,17+,Entertainment,43,5,2,1,212,0
172.217.10.78-10.42.0.42-443-44422-6,Factory Balls,28557312,144,62,4.5,5,1.5,4+,Games,40,5,16,1,58,0
180.163.255.159-10.42.0.211-80-34698-6,Tayasui Sketches,198511616,11505,67,4.5,4.5,16.2,4+,Productivity,37,5,15,1,744,0
203.205.179.170-10.42.0.151-80-43520-6,Spinrilla - Mixtapes For Free,40071168,15053,1032,4.5,4,3.2.5,12+,Music,37,0,3,1,96,1
10.42.0.211-10.42.0.1-57765-53-17,YY HD-和美女帅哥主播视频聊天的直播软件,112109568,94,13,3,4.5,5.5.5,17+,Entertainment,24,5,2,1,274,1
183.3.235.80-10.42.0.151-80-46815-6,Angry Birds Go!,499580928,75793,953,4,3.5,2.6.3,4+,Games,37,5,10,1,65,0
151.101.22.2-10.42.0.211-443-39518-6,Jigsaw Puzzle Collection HD,86220800,40227,2371,4.5,4.5,1.2.4,12+,Games,24,5,2,1,1445,0
172.217.12.170-10.42.0.151-443-57137-6,Stellarium Mobile Sky Map,54294528,64,10,3.5,3.5,1.23,4+,Education,43,5,0,1,53,0
172.217.3.98-10.42.0.151-443-54217-6,Hangouts,94750720,36404,0,4,0,16.0.0,4+,Social Networking,37,5,34,1,512,1
10.42.0.211-54.243.32.68-41555-443-6,Quizduell,118291456,10,0,2.5,0,6.5.1,4+,Games,37,5,22,1,1684,1
10.42.0.151-31.13.80.8-53834-443-6,Walk for a Dog,63271936,412,22,3,3.5,3.3.0,4+,Health & Fitness,23,0,1,1,106,1
10.42.0.211-88.212.201.197-36467-443-6,Galileo Organ,41422848,135,36,5,5,3,4+,Music,24,5,1,1,431,1
163.177.151.166-10.42.0.211-443-33721-6,LiveTunes - Live Concert Music Player,128413696,220,20,4.5,4.5,3.1,4+,Music,37,5,5,1,120,1
172.217.10.10-10.42.0.151-443-41957-6,Pronoun Fill-In Super Fun Deck,133537792,5,0,4,0,3.8,4+,Education,37,5,1,1,120,0
172.217.10.110-10.42.0.151-443-43414-6,Cachly - Simple and powerful Geocaching for iPhone,25072640,263,101,4.5,4.5,2.0.3,4+,Navigation,37,0,9,1,136,1
202.77.129.150-10.42.0.211-80-35168-6,"Alizay, pirate girl",186402816,14,1,4.5,4,4.0.2,4+,Book,40,5,2,1,282,0
162.208.22.39-10.42.0.42-443-55492-6,Formula Cartoon All-Stars – Crazy Cart Racing with Your Favorite Cartoon Network Characters,927440896,168,162,4,4,3.5,4+,Games,43,4,1,1,120,0
10.42.0.211-23.206.166.66-55767-80-6,Verizon Cloud,104749056,6482,409,4.5,4.5,17.2.4,4+,Productivity,37,5,1,1,136,0
151.101.117.140-10.42.0.211-443-56169-6,"Solitaire Deluxe® Social - Classic, Spider, more",112141312,6970,93,4.5,4.5,3.5.1,4+,Games,37,5,1,1,57,1
172.217.6.227-10.42.0.151-443-41727-6,Evil Apples: A Filthy Adult Card & Party Game,126050304,53415,2938,4.5,4.5,1.9.23,17+,Games,37,5,1,1,318,0
203.205.158.35-10.42.0.211-80-35221-6,Word Swag - Cool fonts & typography generator,112843776,9731,1840,5,4.5,2.1.5,4+,Photo & Video,38,5,1,1,48,1
172.217.11.14-10.42.0.151-443-33549-6,EasyCost - Expense Tracker and Money organizer,9694208,165,21,4.5,4.5,1.6.6,4+,Finance,38,0,4,1,96,0
203.205.158.23-10.42.0.151-80-48808-6,Hero Emblems,144809984,597,289,4.5,4.5,1.06,12+,Games,40,5,7,1,106,1
172.217.6.234-10.42.0.42-443-40006-6,Angry Birds Star Wars II,226834432,33724,64,4.5,4.5,1.9.22,4+,Games,37,5,1,1,532,0
172.217.11.46-10.42.0.151-443-52064-6,Jelly Splash,138738688,21601,14,4,3.5,3.13.0,4+,Games,38,5,19,1,341,1
157.240.2.35-10.42.0.211-443-60093-6,"AOL: News, Email, Weather & Video",85273600,5233,0,4,0,4.6.6,12+,News,37,5,3,1,336,1
172.217.10.74-10.42.0.211-443-33114-6,Machines at War 3 RTS,191706112,608,96,4.5,5,2.1,17+,Games,40,5,10,1,83,0
10.42.0.211-10.42.0.1-7599-53-17,Castle of Illusion Starring Mickey Mouse,555233280,852,852,3.5,3.5,1,9+,Games,35,5,6,1,80,1
10.42.0.211-23.23.207.243-59426-443-6,Ruler and Compass Geometry,24403968,2,2,3.5,3.5,1.1,4+,Education,26,4,16,1,57,0
172.217.10.42-10.42.0.211-443-33411-6,OnCamera,94908416,111,12,2.5,3.5,1.6.3,4+,Lifestyle,37,1,1,1,72,0
10.42.0.42-66.102.255.61-49849-443-6,Clone Magic,18268160,306,79,4,4,3.0.1,4+,Photo & Video,40,5,1,1,96,1
198.54.12.145-10.42.0.211-443-59871-6,Monogram - Wallpaper & Backgrounds Maker HD DIY with Glitter Themes,85420032,7427,693,4.5,3.5,4.5.1,4+,Lifestyle,37,4,8,1,282,1
172.217.7.2-10.42.0.211-443-45089-6,Solitaire ∘,103740416,741,161,4.5,4.5,3.5.2,4+,Games,37,5,15,1,192,0
10.42.0.151-10.42.0.1-32011-53-17,D&D Lords of Waterdeep,563081216,1772,545,4.5,4.5,1.2.4,9+,Games,43,5,1,1,96,1
10.42.0.211-98.139.180.149-45705-443-6,百度贴吧HD,106000384,542,366,3.5,4,6.8.0,17+,Social Networking,24,3,1,1,424,0
172.217.10.133-10.42.0.42-443-39988-6,Happy Wheels,38466560,60601,5645,4.5,4.5,1.0.6,17+,Games,38,5,1,1,397,1
172.217.10.110-10.42.0.211-443-57958-6,"Videon - Video Camera and Editor with Zoom, Pause, Effects, Filters",11747328,818,180,4.5,4,2.11,4+,Photo & Video,38,5,11,1,0,0
10.42.0.211-10.42.0.1-11222-53-17,Pan Book 1: The Fearless Beribolt,915262464,438,3,4.5,4.5,5.4.1,4+,Book,37,5,1,1,55,1
239.255.255.250-10.42.0.1-1900-50490-17,Dr. Panda Handyman,138967040,218,12,4,4,1.3,4+,Education,40,5,18,1,2009,0
10.42.0.211-10.42.0.1-27787-53-17,Authentic Weather,23582720,330,30,3,3,4.1,12+,Weather,37,2,1,1,120,0
10.42.0.151-10.42.0.1-20191-53-17,"NOAA World Radar – Rain, Hurricanes & Weather",59233280,581,8,4,5,3.2.3,4+,Weather,37,5,14,1,1779,0
172.217.10.35-10.42.0.211-443-54457-6,"Stock Market Pro: Stock Trading, Charts & Alerts",77472768,1034,8,3.5,2.5,2023,4+,Finance,37,1,1,1,192,0
172.217.6.202-10.42.0.42-443-48012-6,Craft your games! - Createrria 2,449130496,4475,177,4,4,2.0.6,4+,Games,40,5,1,1,242,0
140.205.140.87-10.42.0.151-443-49254-6,Sniper Shooter Pro by Fun Games For Free,110870528,945,95,5,5,4.9,17+,Games,40,5,1,1,192,1
162.208.22.39-10.42.0.42-443-57828-6,Seven - 7 Minute Workout Training Challenge,142803968,6808,9,4.5,4,5.1.1,4+,Health & Fitness,37,5,8,1,0,1
10.42.0.211-10.42.0.1-12703-53-17,Quiver - 3D Coloring App,183631872,325,16,3.5,4,3.15,4+,Entertainment,38,5,1,1,362,0
202.77.129.150-10.42.0.42-80-39293-6,OBD Fusion - OBD2 vehicle scan tool & diagnostics,78813184,521,35,4,4.5,4.0.1,4+,Travel,37,5,1,1,126,0
10.42.0.211-65.52.108.74-41980-443-6,LetterGlow - Graphic Design & Photo Editing,125425664,181,32,4,4.5,2.2.6,4+,Photo & Video,37,0,9,1,232,0
172.217.11.3-10.42.0.151-443-44517-6,Battle Camp HD - Collect & Evolve Your Monsters,335650816,6055,34,4.5,4,4.11,4+,Games,24,5,20,1,192,1
10.42.0.211-52.9.59.64-37404-443-6,Sabres of Infinity,41937920,169,57,4.5,4.5,1.5.0,12+,Games,38,5,1,1,318,1
10.42.0.211-66.231.239.95-48374-443-6,FollowMeter for Instagram - Followers Tracking,11819008,11976,172,4.5,4.5,3.6,4+,Social Networking,37,0,1,1,361,1
192.229.173.173-10.42.0.42-80-41630-6,机票、火车票、汽车票预定助手 for 铁路12306,21944320,128,74,5,5,7.3.5,4+,Travel,38,5,2,1,96,1
10.42.0.211-47.89.67.245-46371-443-6,Trivia Crack,265484288,393469,34,4.5,3.5,2.4,4+,Games,37,5,26,1,63,1
203.205.158.63-10.42.0.42-80-48957-6,Construction Simulator 2014,395522048,2470,984,4,4,1.04,4+,Games,36,5,18,1,189,0
182.22.120.252-10.42.0.211-443-51984-6,"Princess Salon™ - Girls Makeup, Dressup and Makeover Games",53260288,5030,1014,4,4,1.2,4+,Games,43,5,1,1,373,1
172.217.10.234-10.42.0.151-443-39869-6,Toca Builders,87713792,5102,114,4.5,4,1.0.5,4+,Education,40,5,18,1,300,0
10.42.0.211-111.1.17.152-45466-8077-6,Ice Fishing Derby Premium,30641152,47,2,4,4,1.11,4+,Games,40,3,1,1,96,0
202.77.129.230-10.42.0.211-80-51592-6,100 PICS Quiz - guess the picture trivia games,67786752,23160,44,4.5,4.5,2.5,4+,Games,37,5,7,1,207,0
180.149.136.194-10.42.0.211-80-50431-6,WaterMinder®,94605312,1875,176,4.5,4.5,3.2,4+,Health & Fitness,37,4,14,1,61,1
10.42.0.211-23.66.169.49-43189-80-6,2016 U.S. Open Golf Championship for iPad,146871296,146,24,2.5,1.5,4.0.127,4+,Sports,24,4,1,1,96,0
172.217.12.206-10.42.0.151-443-55648-6,Kanvas - Express Yourself,222722048,2177,0,4.5,0,6.3,9+,Photo & Video,37,0,30,1,2080,1
10.42.0.151-103.235.46.211-40341-443-6,飞凡--智慧新生活,143166464,0,0,0,0,4.18.0,17+,Lifestyle,37,0,1,1,453,0
10.42.0.151-104.192.108.27-41378-80-6,Yoga.com: 300 Poses & Video Classes,51133440,1189,11,4.5,3.5,3.1,4+,Health & Fitness,37,5,6,1,96,1
10.42.0.151-10.42.0.1-16888-53-17,"Monster Legends RPG - War, Fight & Heroes Game",170844160,111579,365,4.5,5,5.2.3,9+,Games,38,5,12,1,88,0
172.217.6.227-10.42.0.211-443-53412-6,Charades!™,44654592,18072,129,4.5,4,2.5.1,4+,Games,40,1,1,1,96,1
10.42.0.211-87.240.165.80-60678-80-6,Procraster - Overcome Procrastination,19279872,155,71,4,4,1.3.1,4+,Productivity,37,5,2,1,192,1
202.77.129.146-10.42.0.151-80-60341-6,Freeletics Bodyweight - Workouts and Training,103856128,1722,18,4.5,4,4.9,4+,Health & Fitness,37,5,8,1,96,0
10.42.0.211-10.42.0.1-51421-53-17,Weaphones WW2: Firearms Simulator,62558208,2122,129,5,4.5,1.5.0,12+,Games,43,5,16,1,225,1
10.42.0.211-10.42.0.1-60064-53-17,Call of Duty®: Strike Team,1790959616,9097,2662,4,4.5,1.4.0,17+,Games,39,5,5,1,251,0
10.42.0.1-10.42.0.42-53-3906-17,Breach & Clear,1015242752,5513,665,4.5,4.5,2.3.0,17+,Games,39,5,1,1,96,0
172.217.11.46-10.42.0.151-443-54170-6,"Screens - Remote Desktop, VNC, Screen Sharing",43640832,559,15,4,4.5,4.4.1,4+,Productivity,37,5,11,1,71,1
172.217.6.234-10.42.0.211-443-53614-6,Background Player Pro for Cloud Platforms,51890176,184,17,4,4.5,3.7,17+,Productivity,40,5,54,1,63,1
172.217.12.206-10.42.0.151-443-41861-6,Icebreaker: A Viking Voyage,60375040,726,52,4.5,4.5,1.3.0,9+,Games,43,0,1,1,62,0
10.42.0.151-104.244.43.195-40371-443-6,Modern Combat 5 : The Multiplayer eSports Shooter,1271361536,45270,763,4.5,4,2.5.0,17+,Games,37,5,15,1,96,1
172.217.8.4-10.42.0.42-443-56022-6,Home - A Unique Horror Adventure,49221632,348,35,3.5,3.5,1.5.4,12+,Games,43,5,1,1,52,0
10.42.0.211-64.71.142.120-54672-443-6,BlackOut: Bring the color back in the sky,170045440,226,96,4,4,1.07,4+,Games,43,5,1,1,423,1
174.129.31.175-10.42.0.211-443-34242-6,LIMBO,135050240,15030,319,4.5,4.5,1.1.15,12+,Games,37,5,13,1,77,0
10.42.0.211-106.11.94.27-59270-443-6,Episode - Choose Your Story,182361088,155903,713,4.5,4.5,6.2,12+,Games,38,5,1,1,73,1
172.217.9.228-10.42.0.42-443-48956-6,Clue Period Tracker: Period & Ovulation Tracker,103040000,13436,39,4.5,4.5,3.5.6,12+,Health & Fitness,37,0,15,1,69,0
10.42.0.211-95.213.11.181-53788-80-6,7 Minute Workout Pro,76668928,303,40,4.5,5,3,4+,Health & Fitness,38,5,26,1,96,0
10.42.0.1-10.42.0.42-53-4573-17,Forbidden Desert,190652416,78,30,5,5,1.2,9+,Games,24,5,1,1,69,0
10.42.0.151-104.193.88.109-48422-80-6,My Talking Tom,255747072,123859,1174,4.5,4.5,4.1.2,4+,Games,38,5,13,1,96,0
172.217.12.170-10.42.0.211-443-53888-6,Lightbot : Programming Puzzles,55465984,108,9,4.5,4.5,1.6.7,4+,Games,43,5,1,1,243,0
10.42.0.151-10.42.0.1-41235-53-17,ようとん場,40534016,9,0,4.5,0,1.51,12+,Games,40,0,1,1,332,1
10.42.0.42-52.52.149.36-50676-443-6,Rayman Fiesta Run,146302976,5078,761,4.5,4.5,1.5.3,4+,Games,38,5,13,1,83,1
10.42.0.211-64.71.142.125-39467-443-6,The Open,110575616,142,0,2.5,0,1.4.9,4+,Sports,37,4,1,1,72,0
10.42.0.151-125.88.193.249-53688-80-6,Can You Escape,64293888,218024,1734,4.5,4.5,2,4+,Games,40,5,16,1,53,0
203.205.179.170-10.42.0.42-80-51623-6,Mickey Mouse Clubhouse - Color & Play,313371648,452,40,4,4,2.3,4+,Entertainment,38,5,3,1,60,0
183.57.48.84-10.42.0.151-80-41647-6,ガールズちゃんねる - 女子のニュースとガールズトーク,61737984,0,0,0,0,2.4.6,17+,News,37,0,2,1,249,1
8.0.6.4-8.6.0.1-0-0-0,Mancala Pro,56049664,289,46,4.5,4,2,4+,Games,43,2,1,1,92,1
216.58.219.202-10.42.0.151-443-55410-6,Trials Frontier,253294592,29090,23,4.5,4,5.1.1,12+,Games,37,5,11,1,124,1
10.42.0.42-23.46.217.174-36541-443-6,IntroMate - Intro Maker for iMovie,189254656,386,28,4.5,4,2.5,4+,Photo & Video,37,5,12,1,96,1
10.42.0.211-10.42.0.1-46499-53-17,Real Steel World Robot Boxing,935366656,41277,220,4.5,4.5,31.31.840,9+,Games,38,5,10,1,61,1
10.42.0.151-10.42.0.1-20873-53-17,Sago Mini Pet Cafe,79953920,477,6,4.5,3.5,1.4,4+,Education,38,5,16,1,192,0
205.185.216.10-10.42.0.211-80-33003-6,Cartwheel by Target,49570816,14682,0,3.5,0,2.5.2,4+,Shopping,37,3,1,1,80,1
202.77.129.150-10.42.0.42-443-47755-6,"Morning — Weather, To-Do, News, and more",15432704,294,6,3.5,3,1.6.6,12+,Productivity,38,5,30,1,888,0
222.73.28.96-10.42.0.211-80-38314-6,動画英文法2700,42519552,0,0,0,0,2.1.2,4+,Education,37,5,1,1,8962,0
10.42.0.211-104.192.110.245-33587-443-6,腾讯新闻HD-最资深的阅读软件,33111040,77,5,3.5,2,1.8.0,17+,News,24,4,2,1,325,0
10.42.0.211-104.244.43.131-54860-443-6,SAMURAI SHODOWN II,69730304,195,79,3.5,3.5,1.1.2,12+,Games,43,5,2,1,367,1
10.42.0.211-10.42.0.1-54070-53-17,Santa Call & Tracker Free - North Pole Command,200338432,1458,914,4.5,4.5,6.1.3,4+,Entertainment,37,5,1,1,395,0
172.217.11.14-10.42.0.151-443-37037-6,EPOCH.2,802537472,3525,970,4.5,4.5,1.3.1,9+,Games,40,5,13,1,96,1
10.42.0.42-66.231.239.124-47927-80-6,Ab in den Urlaub – Pauschalreisen günstig buchen,74008576,22,0,5,0,4.2.5,4+,Travel,37,5,31,1,96,0
10.42.0.211-104.193.88.109-54962-80-6,Stylish School Timetable,45628416,7,0,4,0,2.0.3,4+,Education,37,0,2,1,796,1
10.42.0.211-23.194.141.191-49289-443-6,My Talking Pet,51005440,9035,72,4.5,5,2.4,4+,Entertainment,37,4,11,1,469,0
172.217.6.206-10.42.0.42-443-50779-6,Riptide GP2,59541504,3311,380,4.5,4.5,1.3.1,4+,Games,40,5,1,1,400,1
10.42.0.42-14.17.42.57-41609-80-6,Lotto Out! - Mexican Loteria,72475648,26,6,3.5,3.5,2.3,12+,Games,40,5,2,1,773,1
10.42.0.211-95.213.11.133-36030-80-6,. Calculator .,59232256,1525,352,4.5,5,3.15,4+,Utilities,37,5,31,1,96,0
10.42.0.211-10.42.0.1-28194-53-17,SimpleRockets,25284608,1436,155,4.5,4.5,1.6.10,4+,Games,43,5,1,1,806,1
10.42.0.151-10.42.0.1-14097-53-17,rymdkapsel,78278656,1622,236,4.5,4.5,3.0.2,9+,Games,38,3,1,1,333,0
172.217.7.195-10.42.0.151-443-37641-6,Tomb Raider I,341276672,702,38,4,4,1.0.4,12+,Games,38,5,11,1,69,0
180.149.138.210-10.42.0.211-80-50296-6,Teen Titans Go Arcade,25169920,897,553,3.5,3.5,1.1,12+,Games,43,5,16,1,96,1
219.142.78.162-10.42.0.211-443-35279-6,Canon PRINT Inkjet/SELPHY,25640960,689,102,2.5,2.5,2.3.4,4+,Photo & Video,38,5,20,1,416,1
10.42.0.211-47.89.67.245-46371-443-6,Math 42,45851648,248,2,4,4.5,3.2.1,4+,Education,37,5,6,1,2571,0
10.42.0.211-119.146.74.34-43486-80-6,Fishdom,181924864,39217,1947,4.5,4.5,2.1.0,4+,Games,38,5,12,1,146,1
10.42.0.211-10.42.0.1-31907-53-17,LEGO® The Lord of the Rings™,1497927680,2054,2054,4.5,4.5,1,9+,Games,40,5,1,1,57,0
10.42.0.211-120.55.89.238-35956-8977-6,"Tile - Find & track your lost phone, wallet, keys",78533632,5684,33,4,5,2.12.1,4+,Lifestyle,37,5,5,1,96,1
10.42.0.211-10.42.0.1-58212-53-17,Hunter Island: Monsters & Dragons,91312128,5305,632,4.5,4.5,2.02,9+,Games,40,5,6,1,318,0
182.254.5.234-10.42.0.151-80-52636-6,12 Minute Athlete HIIT Workouts,24664064,362,1,4.5,5,4.6,4+,Health & Fitness,37,0,1,1,272,1
10.42.0.151-10.42.0.1-63460-53-17,Fluege.de - Finde den billigsten Flug,185886720,0,0,0,0,2.6,4+,Travel,37,3,1,1,96,0
10.42.0.211-111.1.17.152-35330-8077-6,"Retale - Coupons, Weekly Ads & Stores Nearby",113300480,4861,19,4.5,4.5,7.8.0,4+,Shopping,37,5,1,1,725,0
172.217.7.196-10.42.0.151-443-53238-6,movieStudio-Video Editor&Slideshow Maker(pro),99328000,1033,54,4.5,4.5,5.7,4+,Utilities,40,1,12,1,292,0
10.42.0.42-31.13.80.37-35627-443-6,Battleheart Legacy,889060352,3376,336,4.5,4.5,1.3.1,12+,Games,43,5,1,1,159,0
157.240.2.35-10.42.0.211-443-41524-6,RealTimes: Video Maker,187350016,1274,0,4.5,0,4.10.004,4+,Photo & Video,37,4,10,1,212,0
10.42.0.211-66.102.255.44-38560-443-6,The Room Two,460077056,36809,2858,5,5,1.0.4,9+,Games,39,4,1,1,369,1
10.42.0.211-31.13.80.5-47686-443-6,Move to measure - Flying Ruler,51470336,1702,127,4,4,3,4+,Utilities,38,5,9,1,609,1
172.217.10.33-10.42.0.151-443-45978-6,Game of War - Fire Age,220386304,107916,507,4,3,3.22.510,9+,Games,37,5,29,1,96,0
10.42.0.211-23.1.141.68-45228-443-6,Rhonna Designs,177529856,2971,1,4.5,5,2.21,4+,Photo & Video,38,5,24,1,196,0
